rank,indicators,n_indicators,n_trades,win_rate_pct,avg_return_pct,median_return_pct,std_return_pct
772,RSI_50_70 & MACD_bull & BB_pctB_0.8-1.0 & ADX_gt25 & Stoch_bull & VolRatio_gt1.2 & CCI_gt100 & WilliamsR_gt-50 & ROC10_pos,9,21,33.33333333333333,-0.15249762242360898,-1.3673844991658368,3.1995461832195966
773,RSI_50_70 & BB_pctB_0.8-1.0 & ADX_gt25 & Stoch_bull & WilliamsR_gt-50,5,133,46.616541353383454,-0.15315526182271527,-0.09655158290600155,2.233186440755854
774,RSI_50_70 & Stoch_bull & CCI_gt100 & ROC10_pos,4,358,45.2513966480447,-0.15396643895462794,-0.16059056349939255,2.123904159409633
775,Stoch_bull & CCI_gt100 & WilliamsR_gt-50,3,385,46.23376623376623,-0.15458673104445889,-0.14924512466603862,2.095942267002218
776,MACD_bull & Stoch_bull & CCI_gt100 & WilliamsR_gt-50 & EMA9_gt_EMA21 & ROC10_pos,6,236,41.94915254237288,-0.15476472987204373,-0.2632626902757042,2.0973579974030585
777,RSI_50_70 & MACD_bull & BB_pctB_0.8-1.0 & ADX_gt25 & Stoch_bull & CCI_gt100 & ROC10_pos,7,66,40.909090909090914,-0.15556357692574685,-0.23795072382419014,2.3201181673181943
778,RSI_50_70 & MACD_bull & Stoch_bull & CCI_gt100 & WilliamsR_gt-50 & EMA9_gt_EMA21 & ROC10_pos,7,230,41.73913043478261,-0.15700394901465775,-0.2632626902757042,2.0925246053842725
779,Stoch_bull & CCI_gt100,2,395,45.822784810126585,-0.15734481848766324,-0.15043721501733462,2.0924266470380517
780,MACD_bull & Stoch_bull & CCI_gt100 & EMA9_gt_EMA21 & ROC10_pos,5,240,41.66666666666667,-0.15797625618788438,-0.29104624782985816,2.1123345608912016
781,RSI_50_70 & MACD_bull & BB_pctB_0.8-1.0 & ADX_gt25 & Stoch_bull & CCI_gt100,6,67,40.298507462686565,-0.15814937209851948,-0.2503142817509638,2.3028345786109328
782,RSI_50_70 & MACD_bull & Stoch_bull & CCI_gt100 & EMA9_gt_EMA21 & ROC10_pos,6,234,41.452991452991455,-0.1602595449088087,-0.29104624782985816,2.1079976340993145
